URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.hl7.nl/zorgviewer/ValueSet/ACPTreatmentCodelist,1.11.0,active,,ACPTreatmentCodelist,ACP behandelingen waardelijst,"Active Care Planning (ACP) behandelingen waardelijst",,"Internal"
http://fhir.hl7.nl/zorgviewer/ValueSet/DocumentLOINCCodelist,1.11.0,active,,DocumentLOINCCodelist,Document Class & Type waardelijst,"Docuemnt Class en Type LOINC codes die we vinden zonder display, zodat we wel een display in Nederlands kunnen tonen",,"LOINC"
http://fhir.hl7.nl/zorgviewer/ValueSet/ProbleemNaamCodelist,1.11.0,active,,ProbleemNaamCodelist,Zorgviewer probleem naam waardelijst,"De Zorgviewer probleem naam waardelijst o.b.v. de DHD Diagnose Thesaurus (SNOMED CT en ICD-10-nl codes) en de ICPC-1 NL coderingen vanuit de huisartsen",,"hl7.terminology.r3,Internal"
http://fhir.hl7.nl/zorgviewer/ValueSet/SubjectRoleCodelist,1.11.0,active,,SubjectRoleCodelist,Subject rol (beroepen) waardelijst,"Subject rol waardelijst. Deze rol is nodig voor autorisatie bij de bron",,"Internal"
